x1,x2,category
0.8347332268578902,1.8024386035703455,C4
1.158748680578508,0.4276949650048354,C1
0.412223251229509,0.2813928567991355,C1
1.122696905050442,1.5851446053779288,C2
1.8113525312455576,0.04223371681552379,C4
1.9020798998719044,0.06603486566621686,C4
1.7534426677712858,0.7347038268962061,C1
1.8876698130289444,1.0020563162506277,C3
0.6511987125905687,1.1819288263333596,C2
0.39128171844467086,0.9285821479536549,C2
0.2746784719194306,0.5639519718703381,C2
0.14070059827824988,0.14009423602326643,C3
1.336300845927629,1.839597816316325,C2
0.9212167491142984,0.7568687332129269,C3
1.583332422725394,1.5991084950179808,C1
1.2266234504690976,0.008842089964208544,C4
1.6757466990713359,1.9325750229089098,C3
0.00323415790727144,1.416405883162739,C4
0.37930021330432906,1.35426311067073,C1
0.35367933044115096,0.7842069712596178,C2
0.41812691666062696,1.3405124808431539,C1
1.4129466734840723,1.2228580443103754,C1
1.7081015846626444,0.6189650794921064,C1
1.5173306008556262,1.774791082763581,C1
1.6316789579469573,0.9894577312139907,C4
1.2576612645164842,1.6443152310380509,C2
0.5168666344814485,0.16199092621701028,C2
1.0413854130411297,0.5182678826080889,C4
0.5474439035811784,0.8647648893481887,C1
0.38377529828320833,1.0124764917142048,C4
1.9584912461210608,1.3053517064256952,C3
1.306744218366975,1.8905762099325225,C2
1.560748628255908,1.960650695694618,C3
1.9444513423048992,0.3755572480531324,C4
1.3892738255042767,1.6263515341041215,C2
0.7380806011148937,0.6107436200594127,C1
1.586325277266629,1.6742090384511665,C1
0.4478824371857979,1.1257324709319076,C1
1.5053461668354309,1.545510668716213,C1
0.6187694121310263,1.0241527586958554,C4
0.46238142301681795,0.651695864571135,C2
1.106460987581904,0.5339287064054072,C2
0.5632103814932106,0.05816554409212138,C2
1.8043744151302656,0.5470621982024495,C1
0.5989324371989908,1.5948969098819865,C1
0.8071634123872524,1.8247770790411677,C1
0.12969535180418923,0.36755756264307005,C1
0.905007933196516,1.6551946565383067,C1
0.5657094397757989,1.0353911335347565,C4
0.523462881494368,1.9245400925997869,C1
1.3066439436804613,0.6772240951893254,C2
0.006875139484621595,1.7992053481273438,C4
1.8149545840104884,1.5845222726158419,C1
1.4890832487959444,0.5148243998860853,C2
0.8756449315666655,1.9005034354060597,C4
0.5033154051617177,1.12984262729519,C2
0.2344170833743353,0.6668904037616716,C2
1.9539059872431779,0.5248923766979015,C4
1.308120646162357,0.5449668064469482,C2
0.10565312507634039,0.4156132413882414,C1
0.7258612478420494,0.24517713460203705,C2
1.8423431313196696,0.6953845673896066,C1
1.08608404504528,1.5295892134537463,C2
0.6041708663267229,0.035765471811288085,C3
1.504400188722504,0.5441159989481945,C1
1.1344884052753657,1.3462661797039226,C1
0.27887700642304303,0.19247255243607708,C1
0.44951673867597486,1.4314017499383431,C1
1.313967070483389,1.2814206503714016,C1
0.29035931896202216,0.9818090854415154,C3
0.8212025775632692,1.2469326351192203,C2
0.7248590555029875,0.897533713208718,C3
1.2542366299439895,0.4134840821168899,C1
1.5375425139227976,1.8654233241858191,C1
1.4377640063098454,0.9437628994942056,C4
1.5791005567657914,0.09889231654309594,C2
1.4143093330330103,0.9036603206095217,C2
0.3425547988507507,1.1971487768910154,C1
1.6598219610320017,1.1974878216736689,C2
0.691464770927894,0.19230529383938966,C2
1.0084706063635835,0.5209420142112322,C4
0.8862327680164555,1.026621230068042,C4
1.878984183024154,0.9344175023867491,C4
1.8377665638068994,0.9384541823517876,C4
1.2093380353630203,0.17684585622482207,C1
1.8634630990528045,0.5343241381264885,C1
0.8835380975347285,0.4203171142687383,C2
0.1286803006621302,0.6858243222998623,C2
0.37370844466880393,0.8083185038449827,C2
1.4275660213658585,0.8139392466248057,C2
0.8226407317500355,0.8255025491683134,C3
0.9903171777422348,1.609659135540312,C4
1.856418035650447,1.3144756026033695,C2
0.5996449307283258,0.7886082631551985,C1
0.04367698745205084,1.7851756983083218,C4
0.4574248366851119,1.0887322297586628,C1
1.1075273626582613,0.5549862650842252,C2
0.9632141197838862,1.393918097865699,C4
0.748099528891401,0.21281140487752293,C2
0.8495213991364239,0.6027489747402044,C1
1.2481442781551757,0.9179154495445914,C4
0.964417227489913,1.6604223818864268,C4
0.9110627790070507,0.1244084639068157,C3
0.40027672205464526,0.033190992869363445,C3
0.8201968220477494,1.4648370491516078,C2
1.6381493458022875,0.8285114131335072,C1
0.4101631669468997,1.7314178265944429,C2
1.9104530855747253,1.7504149868993686,C3
1.9054690810643862,1.161029913953524,C3
1.0803945074613477,1.1284434910773957,C3
1.808598403142847,0.5601595047651917,C1
1.9947180393925028,1.369819391844892,C3
1.309212008398058,1.1985692735702085,C1
1.4870919849209816,0.35834977504791343,C1
0.7380581186096271,1.8555417945640773,C1
0.9926417536524039,0.5598905571615873,C3
0.0036421251534175525,1.9201263042604266,C4
1.0798429305648185,1.8930251359244268,C3
1.3266585404128468,0.02689418095908147,C4
0.11419161520172327,1.7849415139315337,C4
0.5266401981237316,0.3512880848342532,C2
1.738770773350363,0.2563177467310829,C2
0.617233674085979,1.3937275272522673,C2
0.890036102269631,1.3653556739684352,C2
0.5309628303386806,0.8492108191783427,C1
1.6628469467285083,0.8899299564913408,C1
0.42129520300574574,0.9892333433075207,C3
0.4969709317539519,1.7381477556023657,C2
1.1792792526235518,1.8754180781241014,C3
0.8779954374850796,1.2514425819141013,C4
1.5539740672439637,0.6793344402932127,C1
1.028779825098237,0.30065450657532833,C4
1.5803454628493219,0.40055757917641666,C2
1.9132879538692646,0.8743753847830922,C4
1.8952558872018024,0.3551005984908622,C2
1.2828420673783134,0.7201682787666372,C2
0.9616290590966106,1.9489281823271831,C4
0.4655422042777815,0.5230962123485192,C2
0.22282267300388647,0.4563401999624257,C1
0.13279996554005535,1.0923249075923016,C4
0.7736963620700297,0.7905899201167039,C1
1.3726362620513708,1.0753913450752246,C1
0.26181398333599337,0.5841816761447054,C2
1.05759821649478,1.8310592637218075,C3
1.4216749494684942,1.2888695001264272,C1
1.7158512841350506,1.2655092757266186,C2
1.8968188273143642,1.4604564821227313,C2
1.897207799275701,0.672940809124986,C1
0.8191039576072403,1.9110740235602888,C4
1.371554739594852,1.920490777063014,C2
0.9914120542156653,1.9916963002611912,C4
0.40534710231641813,0.6787012286913383,C2
0.45948421501467096,1.9102250749760625,C2
1.832537294910983,0.8225977056510476,C4
1.7605470461962605,1.6955572131258885,C1
0.6695123487119046,1.6147671101844394,C1
1.2008413828636437,1.1856256735042452,C1
0.619315407732016,0.8306525496966257,C1
0.141117222033456,1.2474828182174038,C1
1.968630432854331,1.5976101461051433,C3
1.4586143904777324,0.3300729707727781,C1
1.10171204585314,0.3931021071712397,C1
1.1059991057905285,0.40541936717564564,C1
0.13864597798444422,0.3837268616507319,C1
1.0021811635803501,0.37152881334610033,C4
0.05102852187623319,0.08561681040576508,C3
1.366889304525424,1.0703950658902401,C3
0.01635595156825498,0.18806101289598565,C3
0.050334872300416444,0.2170609207863874,C3
1.7431195771927364,1.3060391579273958,C2
1.411248044636817,1.7407760370301621,C2
0.03180312649911676,0.41368091270305896,C3
1.8610227711082608,0.30686690145359785,C2
1.932684035194823,1.759492963428924,C3
1.3186613874499926,0.11801181158444951,C1
0.5195423359825537,1.1755238599106597,C2
1.5106603063524864,1.4861940508672746,C2
1.5190841557336483,0.866466092884475,C1
1.3019351461652746,1.1216822697821205,C1
1.8190907952027597,1.0010205998616697,C3
0.0583326380772875,0.6029669014269887,C3
0.22400557859650405,0.7266799643228303,C2
0.41823278868423275,0.07165891288429882,C1
0.7348759756921326,0.5904122451394462,C1
1.7901968627385543,0.8389352447969485,C1
1.101270466481012,0.7715569166505245,C4
1.3955693798609174,1.2951932057805264,C1
0.4259923204039233,1.0195720034266538,C4
0.7393964129460073,1.2821555047224973,C2
1.1991169422322423,0.7380993925881036,C2
0.019974905675798738,0.9167436350858955,C3
1.2960809261592954,1.2681443350719643,C1
1.1768009953554976,0.748617272613193,C2
0.19525622382683694,1.0969920570128882,C4
0.028638898769204335,1.088354923025553,C4
0.9536429897305592,0.4558137233656989,C3
1.267884064379359,1.3608280475729588,C1
1.3250211330153037,0.56774075106815,C2
0.9543488882680742,1.418401533541525,C4
1.8131008611098087,0.6695164102666491,C1
1.5910505520890175,1.891168335938711,C1
1.4229175450193394,0.8536596268494621,C2
0.8665355619182971,1.8565075251004317,C4
1.4069184389978828,0.7644063120056741,C2
0.7127272543090941,1.3778298986882123,C2
1.3978919336547062,1.2295194540572938,C1
0.45423652270651993,1.7924561532357361,C2
0.9790937238827553,0.021388929244306132,C3
0.51452848896908,0.0211493464820387,C3
0.962626832596255,0.11466979943228495,C3
1.3962918111057558,0.6269009643787087,C2
0.43033572567827627,1.0440347493360274,C4
0.46780935220601405,0.8681500644155054,C2
1.9371777396846546,1.2644470421821472,C3
